Model_Id,Description,Synset_Id
328ba04ff5119c74763cd81c1b401a16,"A cylindrical container with a conical lid and a handle integrated into its design. The surface is smooth and features a matte white finish, enhancing its modern aesthetic. The lid tapers to a peak, and the container's body has a rounded base, creating a functional and visually appealing form suitable for various uses.",02876657
3ae3a9b74f96fef28fe15648f042f0d9,"A rounded, green vessel featuring a slender neck that leads to a flat, white top. The body is smooth with a matte finish, and the overall form is simplistic and modern in design.",02876657
2cc108080535bc51e7a14f6d159dcd47,"A sleek, white cylindrical container with a gently curved body and a flat, black cap on top. The surface has a smooth texture, showcasing a modern aesthetic. The combination of the curved form and the contrasting black cap creates a striking visual appeal.",02876657
42f85b0eb5e9fd508f9c4ecc067067e9,"A transparent, angular container resembling a milk jug, featuring a rounded body with a square base, a wide neck, and a handle for easy gripping. The surface appears smooth with a glossy finish, and it includes distinctive cutouts on the sides and a circular indention on one face, enhancing both design and functionality.",02876657
323705d1a8505cdb498751cf10995c30,"A cylindrical container with a smooth, transparent orange body and a light-colored lid. It features a white label with stylized black graphic elements. The overall design presents a clean and modern aesthetic, emphasizing simplicity and functionality.",02876657
2c5fd15998b6f8b996716aabcb2fff20,"A blue gown with a fitted bodice and a flared, pleated skirt, featuring a textured lace top around the neckline. The fabric appears smooth and flowing, with a vibrant and consistent color throughout the garment. The design showcases a dramatic silhouette, emphasizing elegance and sophistication.",02876657
39d4723b8ac197d4dcc91b6bf08a2274,"A cylindrical object featuring a vibrant green base and a layered white and translucent upper section. The upper part consists of multiple circular tiers topped with a small cylindrical protrusion, suggesting a mechanical or structural function. The materials appear smooth and glossy, contributing to a modern design aesthetic.",02876657
2f4cf418cb91949d38fc23bb1b265fa7,"A tall, slender bottle with a rounded body and a narrow neck, featuring a small brown cap at the top. The bottle has a smooth surface and is colored in a dark reddish hue, giving it a sleek appearance. The base is slightly wider, providing stability.",02876657
14adee7ed296842c874073279cad6d18,"A tall, slender green bottle with a rounded base and a tapered neck. The neck features a textured, circular cap at the top. The bottle’s body has a smooth, uniform surface, and its green color suggests it may be made of glass or a similar material. The overall shape is elongated, designed for storage or serving liquids.",02876657
109d55a137c042f5760315ac3bf2c13e,"A dark green glass bottle with a long, slender neck and a rounded base. It features a prominent white label on the front, which provides space for branding or information. The cork is visible at the top, indicating a traditional closure method. The overall shape suggests it is designed for wine or similar beverages.",02876657
1a7ba1f4c892e2da30711cdbdbc73924,"A transparent glass jar featuring a red lid and a blue base. The jar contains a dark brown substance, with a smooth surface exhibiting subtle texture variations. The overall design is rounded with slight bulging near the top, creating a classic container aesthetic.",02876657
1c38ca26c65826804c35e2851444dc2f,"A stylized green glass bottle with a narrow neck and a slightly flared lip. The body of the bottle is cylindrical with a smooth, solid surface, featuring a matte texture.",02876657
2618100a5821a4d847df6165146d5bbd,"A clear plastic bottle with a tapered, smooth body and a blue, rectangular cap that appears to have ridges for grip. The bottle features a seamless design, emphasizing its translucent material and streamlined shape.",02876657
14588e373cdb9143ca972ee98a070b3d,"A cylindrical water bottle featuring a ribbed body design, prominent cylindrical neck, and a top cap. The material gives a matte finish, and the entire object is rendered in a bright blue color. The bottle includes ergonomic grip grooves on the sides for ease of handling, as well as a flat base for stability.",02876657
44dcea00fb1923051a4cb1c0c7bb0654,"A translucent blue bottle designed for dispensing hand sanitizer, featuring a pump mechanism at the top. It has a textured body with a slightly contoured shape for easy handling. The label displays the word germ-X in black with a red X, adding to its branding. The cap has a contrasting turquoise color, creating a visually appealing combination.",02876657
29b6f9c7ae76847e763c517ce709a8cc,"A clear glass bottle with a slender neck and rounded base, featuring a green cap and a label that displays colorful graphics, indicating it may contain a beverage. The label design is partially visible, showcasing a combination of green and other hues.",02876657
47ede0c10e36fe309029fc9335eeb05c,"A green glass bottle with a long neck, featuring a textured label that includes a year 2009 in red. The label has a predominantly beige color with a white space for additional details. The bottle is closed with a silver foil cap at the top, indicating it's likely a wine or sparkling beverage. The overall shape is classic and elegant, suitable for premium liquid contents.",02876657
3b0e35ff08f09a85f0d11ae402ef940e,"A cylindrical container featuring a matte dark gray body with a textured surface, contrasted by a smooth, white rectangular cap on top. The design showcases a modern aesthetic with clean lines and subtle color variations, emphasizing a minimalist style.",02876657
3ba7dd61736e7a96270c0e719fe4ed97,"A rustic terracotta pitcher with a smooth, rounded body and a gracefully curved handle. The narrow spout is delicately shaped, and the pitcher features a warm, earthy reddish-brown color, showcasing a simple yet elegant design that emphasizes its handcrafted quality.",02876657
3bf6160225cd15453a762233fffc49ea,"A modern, minimalist container with a cylindrical base and a shorter, wide-mouthed top. The top features a small handle for easy grip, while the middle section has a slight indention that divides the top and bottom. The material is smooth and glossy, predominantly white, reflecting light subtly.",02876657
2eba1ad799a00142938c8d9daf9b36f6,"A tall, tapered bottle with a narrow neck and a flat, circular base, featuring a sealed cap. The surface is smooth and uniform, rendered in a matte gray finish. The bottle's shape suggests it's designed for liquids, resembling traditional beverage or wine containers.",02876657
3b26c9021d9e31a7ad8912880b776dcf,"A rectangular bottle with a deep red, marbled finish features a hexagonal lavender cap atop a round, black base. The front bears an ornate gold inscription that reads de Cologne. The overall design combines elegant curves and sharp edges, creating a striking and sophisticated appearance.",02876657
2927d6c8438f6e24fe6460d8d9bd16c6,"A green glass bottle with a smooth, rounded body and a blue cap. It features a prominent blank label on the front, allowing for customizable branding or information display. The structure has a slightly tapered neck leading to a wide mouth, suitable for various liquid contents.",02876657
2d912be96504cb8cd5473a45f1da0225,"A clear glass bottle with a sleek, elongated body and a narrow neck. The base is rounded, transitioning smoothly to a cylindrical shape that tapers towards the neck. The glass has a polished finish, allowing for reflections and refractions of light, accentuating its transparent quality.",02876657
40e5d2c6e9e9cbbf5cafd3b1501bc74,"A rectangular glass bottle with a tapered neck, featuring a black cap and a cork-like top. The body is amber-colored with a flat base and a relatively wide opening. The front displays a prominent black label with white lettering, including the brand name Jack Daniel's and descriptions of whiskey details. Decorative elements and award information are presented on the label.",02876657
452c562f86da1ca7bdcda0bf7e7b4744,"A sleek, black wine bottle featuring a clear glass neck and a prominent blank white label that wraps around its midsection, giving it a minimalist aesthetic. The bottle's cylindrical shape and smooth surface contribute to its elegant appearance.",02876657
3f6dd828b9880456807c41acb554a82,"A cylindrical bottle with a slender neck and a slightly flared lip, crafted in a deep matte black material. The bottle features a solid, robust base and a flat, smooth surface, devoid of any labels or designs, emphasizing its simple and minimalistic aesthetic.",02876657
114509277e76e413c8724d5673a063a6,"A tall, cylindrical bottle with a smooth, green glass body and a bright red cap. The design features a rounded base and a slender neck, creating an elegant silhouette. The glossy surface enhances its rich green color, while the contrasting red cap adds a pop of vibrancy.",02876657
1e5abf0465d97d826118a17db9de8c0,"A bulbous, yellow glass flask with a textured white neck and a contrasting dark green cap at the top. The rounded body has a smooth finish, resembling a traditional reagent bottle. The vibrant yellow hue suggests potential for holding a liquid, while the design offers a blend of modern and classic aesthetic elements.",02876657
244894af3ba967ccd957eaf7f4edb205,"A transparent glass bottle with a narrow neck and rounded body, containing a light-colored liquid. The bottle features a bold red label with the word BEER prominently displayed. The overall surface is smooth, reflecting light and emphasizing its glass material.",02876657
26a8d94392d86aa0940806ade53ef2f,"A transparent glass bottle with a rounded body and a narrow neck, featuring a slightly flared lip. The surface appears smooth and unmarred, with a glossy finish reflecting light subtly. The bottle is devoid of markings or labels, emphasizing its minimalist design.",02876657
1f1e747bfce16fe0589ac2c115a083f1,"A deep red, cylindrical squeeze bottle with a pump dispenser on top. The bottle features a ribbed cap for grip and a small nozzle for controlled dispensing. Its base has a slight curve, adding a soft design element.",02876657
2976131e4621231655bf395569b6fd5,"A clear glass vodka bottle featuring a distinctive red and white label. The label displays a bold graphic design with the text GLEN'S VODKA prominently featured. The bottle has a red cap and a smooth, cylindrical shape, emphasizing its modern aesthetic.",02876657
3d758f0c11f01e3e3ddcd369aa279f39,"A slender, elongated bottle with a contoured shape, featuring a clear top and a dark purple body. The neck is slightly tapered with a ribbed cap, while the midsection has subtle grooves, enhancing grip. The overall appearance conveys a glass-like, transparent quality that showcases the rich liquid within.",02876657
2efb9eef0ed832a89769b3a50399d097,"A cylindrical spray bottle with a wide base and a narrow neck. The body is predominantly white and features a segmented section near the neck. A black nozzle sits at the top, with a lever for operation. The design is sleek and modern, emphasizing functionality.",02876657
412d5f41b5fda0b271dbcf1c4061c69b,"A tall, brown plastic bottle with a rounded body and a narrow base. The label is bright red with the iconic Coca-Cola logo prominently displayed. The bottle features a blue, textured cap and a small black dot at the bottom, suggesting a nozzle. The overall finish has a glossy appearance, reflecting light.",02876657
26e6f23bf6baea05fe5c8ffd0f5eba47,"A tall, slender black bottle features a flat base and a short neck that tapers towards a rounded top. The top has a contrasting blue accent, while the overall surface is matte, enhancing its sleek and modern design.",02876657
21dbbd17ae4c3fce6a90f735365ac29e,"A translucent light blue glass jug with a rounded body, a narrow neck, and a handle on the side. The top has a slight flare, and the overall surface appears smooth with a subtle sheen, suggesting a modern design intended for functional use.",02876657
216adefa94f25d7968a3710932407607,"A sleek black wine bottle featuring a traditional silhouette, topped with a textured orange cork. The body displays an orange label with varied text, enhancing its elegant appearance. The overall aesthetic combines dark and bright contrasts, embodying a classic yet modern design.",02876657
2bbd2b37776088354e23e9314af9ae57,"A tall, slender green bottle with a slightly tapered neck and a rounded base. The bottle features a vibrant yellow cap at the top, complementing its simple design and solid color. The surface appears smooth, with a matte finish that enhances its contemporary aesthetic.",02876657
3d8444d8717cc0b7c18cdaa4851a3c95,"A tall, slender wine bottle crafted from dark green glass, featuring a tapered neck and a rounded curved body. The surface is smooth, reflecting light subtly. The bottle's mouth is designed for a cork or cap, and the bottom is slightly rounded.",02876657
3a6fae97b5fa5cbb3db8babb13da5441,"A vibrant drink cup featuring a bright yellow body, accented with a bold pink band near the top. The design is completed with a white lid and a clear straw protruding. The base of the cup showcases a green pattern, adding a playful contrast to the overall aesthetic.",02876657
289b2ca2562277a9ca3fbd0e4ec160a5,"A tall, cylindrical object featuring a bright yellow body with a textured surface. It has a white top section that includes a circular lid and a pronounced ring around the middle. The overall design is sleek and modern, suggesting functionality, possibly as a container or dispenser.",02876657
371b604f78300e02d76ab6ff59fe7e10,"A cylindrical bottle featuring a matte gray body and a striking turquoise band wrapped around its midsection. The top is capped with a white closure, contrasting against the main body color. The overall design conveys a modern and sleek aesthetic.",02876657
225d046d8f798afacba9caf4d254cef0,"A tall, slender green glass bottle with a smooth cylindrical body and a narrow neck. The glass features a sleek, semi-opaque finish, emphasizing its elegant shape. The base is slightly wider than the neck, tapering toward the top, giving it a balanced and sophisticated appearance.",02876657
3f6d549265532efa2faef6cbf71ebacc,"A clear, cylindrical glass bottle with a tapered base and a hexagonal pattern around the upper section. It features a short, slender neck with a blue cap. The bottle has a polished, reflective surface, enhancing its elegant look.",02876657
21239b0cafa13526cafb7c62b057a234,"A green plastic bottle with a white cap, containing a vibrant green liquid that appears translucent. The bottle has a rounded, smooth body and a slightly flared neck, typical of beverage containers, along with a tapered base. The green color of the liquid suggests a fruity or herbal flavor.",02876657
35ad544a3a4b25b122de9a89c84a71b7,"A ceramic jug featuring a rounded body and a flared lip. It has a prominent, curved handle extending from the side, designed for easy gripping. The surface appears smooth and polished, likely in a white or light-colored finish, emphasizing a classic, simplistic style.",02876657
200b3f3d859c8677ad5067eac75a07f7,"A cylindrical recycling bin featuring a sleek, metallic finish in gray. The top has a black lid with cut-out openings for depositing bottles and cans, marked with blue signage displaying recycling icons. The design emphasizes functionality and clarity for users, with a smooth surface and rounded edges.",02876657
488139f06d9905d830ffab76baff35a5,"A cylindrical object with a wide, flat base and a narrower top section. The upper part features vertical ridges, while the middle section has a textured, deep blue band. The overall color is primarily white, providing a clean and modern aesthetic.",02876657
2722bec1947151b86e22e2d2f64c8cef,"A tall, cylindrical container featuring a slightly wider neck and a flat, round lid. The surface is smooth with subtle decorative grooves encircling its body and base. The overall finish has a glossy quality, reflecting light, and the color is a soft, neutral shade, enhancing its simplicity.",02876657
43ad6585f6b9a64675e1008a71b1c5e9,"A cylindrical container with a textured gray body and a bright orange screw-on lid, featuring a slight bulge near the top and a sturdy base, commonly used for holding liquids like beverages or sports drinks.",02876657
3c6d6ff143483efaebb19cf38af396e6,"A clear glass bottle with a cylindrical shape, featuring a red cap and a prominent red band with a circular emblem around the base. The bottle showcases the brand name SMIRNOFF in white lettering on the front, with a solid red area beneath it. The overall design is sleek and modern, emphasizing the transparency of the glass and the vibrant red accents.",02876657
13544f09512952bbc9273c10871e1c3d,"A sleek, elongated wine bottle featuring a tapered neck and a rounded base, crafted from transparent glass with a smooth, glossy surface. The design emphasizes elegance and simplicity, with a clear finish that allows the contents to be visible.",02876657
194f4eb1707aaf674c8b72e8da0e65c5,"A plastic Coca-Cola bottle featuring a dark brown, carbonated beverage. The bottle is prominently adorned with red labels displaying the Coca-Cola logo, accompanied by a distinctive white wave design. It has a cylindrical shape with slightly contoured sides, and a red cap that secures the bottle. The transparent section at the top reveals the liquid inside, enhancing the contrast with the vibrant label.",02876657
46b5318e39afe48a30eaaf40a8a562c1,"A transparent plastic bottle featuring a cylindrical body, a slightly tapered neck, and a screw-on cap. The interior is filled with water, and the bottle has a smooth surface with minimal detailing. The color is clear, allowing visibility of the liquid inside.",02876657
150108e481b52e41bfeb5b5bfc3dfc3b,"A clear glass bottle with a classic curved silhouette, featuring a slim neck and a wider base. It contains a liquid, likely soda, visible through the transparent surface. The bottle is free of labels and decorations, showcasing its smooth texture and subtle reflections. The glass emits a slight sheen, enhancing its aesthetic appeal.",02876657
3d295fccf7d4e4dfd317c475f024f3b8,"A transparent dark plastic bottle with a rounded body, a distinct red screw cap, and a slightly tapered neck. The base features a textured, convex design that aids stability.",02876657
4301fe10764677dcdf0266d76aa42ba,"A transparent glass bottle with a slightly tapered neck, containing a greenish liquid. The bottle features a prominent label, predominantly light blue with black text that reads Grape Tonic, and an additional blank white label on its side. The overall shape is cylindrical, and it has a ribbed top with a screw cap.",02876657
10f709cecfbb8d59c2536abb1e8e5eab,"A translucent plastic bottle featuring a rounded body and a black screw-on cap, with a smooth surface and a minimalist design ideal for hydration. The bottle is clear with a subtle, pale tint, emphasizing its practical usage.",02876657
32074e5642bad0e12c16495e79df12c1,"A tall, cylindrical bottle with a rounded body and a narrow neck. The bottle features a smooth, glossy surface, with a contrasting cap that is slightly wider. Its color is predominantly gray, accented by light and shadow that enhance the contours of its rounded form.",02876657
3b956918a41da89c325e6e8eb2c67fd8,"A geometric bottle with a faceted design, featuring a vibrant turquoise color. The body is octagonal with a slightly tapering neck, culminating in a cylindrical white cap. The overall surface has a smooth texture, creating a striking contrast between the transparent and opaque materials.",02876657
2a9817a43c5b3983bb13793251b29587,"A sleek black wine bottle featuring a prominent white label with the text Casillero del Diablo. The bottle has a long neck and a slightly tapered shape, creating an elegant silhouette. The label provides details about the wine, hinting at its quality, and the overall design exudes sophistication.",02876657
22d18e34097ec57a80b49bbcfa357c86,"A brown glass beer bottle featuring condensation droplets, a gold twist-off cap, and an intricate label. The label displays a classic design with red and silver accents, highlighting the brand name Budweiser and decorative elements, including a circular emblem. The overall appearance conveys a refreshing look, indicative of a cold beverage.",02876657
44dae93d7b7701e1eb986aac871fa4e5,"A transparent blue plastic bottle featuring a cylindrical shape with a slightly wider top and a dark blue cap. The bottle's surface is smooth, with subtle vertical ridges, enhancing its grip and aesthetic appeal.",02876657
33f6ca7ec9d3f1e6940806ade53ef2f,"A brown glass beer bottle featuring a gold twist-off cap. The label prominently displays the Budweiser logo with a red and silver design, including the phrase King of Beers. The bottle has a cylindrical shape with a slightly contoured neck and is adorned with colorful elements, evoking a classic beer branding style.",02876657
10dff3c43200a7a7119862dbccbaa609,"A cylindrical base in a soft cream color supports a smooth, transparent turquoise block on top. The base features a subtle spout on one side, while the block has rounded edges and a hollow center, creating a modern and minimalist aesthetic. The materials present a contrast between the solid, opaque lower section and the light-reflective upper part.",02876657
3336ff069b249afcaea6c6fc97ee6184,A transparent plastic bottle with a textured grip section and a colorful label featuring orange and blue accents.,02876657
46910c75d17ef8554c6e2707eea5c15e,"A cylindrical tank with a rounded top features horizontal ribbing around its body, enhancing its structural integrity. It has a small outlet on one side, designed for fluid drainage or access, and is composed of a smooth, reflective material that gives it a modern, industrial appearance. The overall color is a neutral hue, contributing to a subtle yet functional aesthetic.",02876657
2db802ef3de3d00618a36258eabc2b9c,"A transparent, geometrically faceted glass flask with a round base and a narrow neck topped by a small cylindrical opening. The interior contains a light-colored substance, and the flask exhibits a frosted finish, enhancing its delicate, laboratory-style appearance.",02876657
1d4480abe9aa45ce51a99c0e19a8a54,"A cylindrical plastic bottle with a teal body featuring a wide white label and a dark gray cap. The label area is smooth and untextured, contrasting with the slightly ridged surface of the bottle's sides, which taper toward the base. The overall shape is ergonomic for gripping, suitable for beverages.",02876657
204c2b0a5e0a0ac3efd4121045846f28,"A tall, cylindrical bottle with a slightly wider base that tapers upward to a narrow neck. The surface appears glossy and smooth, featuring a transparent or frosted finish in neutral tones. The bottle lacks labels or distinctive markings, emphasizing its minimalist design.",02876657
1b64b36bf7ddae3d7ad11050da24bb12,"A tall, slim bottle with a tapered neck and a slight bulge in the middle, featuring a ribbed opening. The bottle is made of glass and displays a vibrant green color, suggesting it may contain a beverage. The smooth, reflective surface emphasizes its sleek design.",02876657
4185c4eb651bd7e03c752b66cc923fdb,"A tall, cylindrical container made of clear plastic, featuring a blue plastic cap on top. The surface is smooth and shiny, reflecting light, with subtle markings on the body indicating measurement lines or branding. The design is simple and utilitarian, suitable for various liquids.",02876657
3e7d7a9637e385f2fd1efdcc788bb066,"A transparent plastic bottle with a tapered body and a purple square cap, designed for easy grip. The surface texture is smooth, featuring a minimalist aesthetic with no labels or markings.",02876657
3108a736282eec1bc58e834f0b160845,"A transparent glass bottle featuring a slender neck and a rounded body, with a slightly flared lip at the top. The surface is smooth, reflecting light subtly, and it possesses a light tint that enhances its delicate appearance.",02876657
1ef68777bfdb7d6ba7a07ee616e34cd7,"A brown, curvy plastic bottle featuring a blue cap. It is wrapped in a red label adorned with white letters spelling Coca-Cola. The design includes wavy patterns, and there are intricate details implying carbonation, adding a refreshing touch to the overall appearance.",02876657
48202d357e79315e45891653421dc140,"A green glass beer bottle featuring a ribbed neck, a metallic gold cap, and a decorative label. The label includes bold red and white typography, with a circular emblem. The bottle's body showcases a smooth, reflective surface highlighting the dark liquid inside.",02876657
20c5dff3b09282035b76194468418a0e,"A conical object with a smooth, blue surface, topped by a vibrant, pink flat segment. This design features a seamless transition from the pink top to the tapered blue body, emphasizing a modern and minimalist aesthetic.",02876657
24feb92770933b1663995fb119e59971,"A tall, elegant bottle featuring a deep black color with a modern artistic label displaying abstract patterns and text. The bottle has a traditional wine shape with a slender neck and a twist-off cap.",02876657
13d991326c6e8b14fce33f1a52ee07f2,"A tall, green glass bottle with a slender neck and a rounded base, featuring a smooth, matte surface. The bottle has a classic silhouette commonly used for wine or similar beverages.",02876657
3dbd66422997d234b811ffed11682339,"A plastic bottle filled with dark brown liquid, featuring a silver label wrapped around the center. The label prominently displays the word Diet above the logo Coke in bold red lettering. The bottle has a narrow neck leading to a white cap, and the body is slightly contoured for easier gripping. The liquid inside appears glossy, reflecting light.",02876657
41ab1142420916e374bb1e92fd01dc00,"A cylindrical container in a vibrant green color features a distinct white handle attached at the upper left side. The top of the container includes a slightly elevated, flat rim, and a smaller cylindrical cap fitting snugly inside, maintaining the same green hue. The overall design is minimalist and modern, emphasizing clean lines and geometric shapes.",02876657
2a3e0c1cd0e9076cddf5870150a75bc,"A tall, cylindrical object with a smooth, glossy white exterior. The top features a small, detailed cap with an intricate design, suggesting functionality related to sealing or connection. The base is slightly wider than the upper part, establishing stability. Overall, the object embodies a sleek, modern aesthetic, suitable for industrial or domestic use.",02876657
3a9516eb02206108e0c8359faeb78bbe,"A translucent spray bottle with a conical body and a slender neck, featuring a trigger sprayer at the top. The bottom is rounded, smoothly transitioning to a wider midsection, while the cap area is cylindrical. The overall color is a clear, glossy finish that highlights its modern design.",02876657
1ffd7113492d375593202bf99dddc268,"A transparent plastic bottle with a blue body and a white label section in the middle. The bottle features a ribbed texture at the base and a smooth cap on top, providing an ergonomic grip for handling.",02876657
437678d4bc6be981c8724d5673a063a6,"A slender green bottle with a rounded base and a tapering neck, topped with a red cap. The surface appears smooth and glossy, reflecting a simplistic yet elegant design.",02876657
1df41477bce9915e362078f6fc3b29f5,"A sleek, dark green bottle with a long neck, featuring a prominent glossy gold foil capsule at the top and a detailed, elegant label. The label showcases intricate designs and text, enhancing its luxurious appearance, while the overall color scheme is a refined combination of black and gold, suggesting a premium sparkling beverage inside.",02876657
365f8a3cf397adf66e71bbd43f7f5d20,"A large, blue plastic water jug featuring a rounded base and a tapered top that culminates in a cylindrical neck. The jug is adorned with three prominent horizontal ridges around its middle section, enhancing grip and stability. Its smooth surface gives it a modern look, suitable for both home and office use.",02876657
2fa757f584a3be31a7ceedb2540a32b0,"A tall, cylindrical object featuring a round, bulbous top and a textured surface. The item is predominantly a bright turquoise color, with a smooth, glossy finish. It has a prominent black cap at the top and features the word PUMP emblazoned vertically along one side, creating a functional and modern appearance.",02876657
347f9f4a04cc00841fba588fa05a3c38,"A tall, slender teapot with a distinctive black exterior decorated with an intricate, golden phoenix design, showcasing detailed feather patterns. It features a prominent spout, a flat, domed lid with a sphere on top, and a gracefully curved handle for easy pouring. The contrast between the dark body and the bright embellishments adds a striking visual appeal.",02876657
495dea92a04b43e6be9fabb33de62010,"A smooth, curvilinear ceramic vase featuring a wider base that gradually narrows toward an elegant, flared neck. The surface is a pristine white with a glossy finish, accentuating its sleek form. The design emphasizes minimalism, characterized by gentle contours and an overall modern aesthetic.",02876657
1349b2169a97a0ff54e1b6f41fdd78a,"A tall, slender bottle features a smooth, shiny red exterior. The bottle has a narrow neck culminating in a small, flat top, also in a matching red color. Its rounded base gives it a robust appearance, creating a striking contrast against a light background.",02876657
20b7adb178ea2c71d8892a9c05c4aa0e,"A sleek, green water bottle featuring a curved, ergonomic shape for grip, topped with a shiny silver cap. The bottle has a black strap for easy carrying, enhancing portability.",02876657
158634b1d7d010eeebe67d9b32c3ddf8,"A tall, slender glass bottle filled with a vibrant red liquid, featuring a metallic gold cap and a clear neck. The body of the bottle bears a decorative label with a light cream color and ornate text at the center, complemented by two horizontal gold stripes near the base. The liquid’s translucence creates an appealing visual contrast against the reflective surfaces of the bottle.",02876657
3861b002979703fbed4f86beca49f32,"A tall, cylindrical green plastic bottle featuring a flat, rectangular cap at the top. The bottle has a slightly rounded shoulder and a smooth surface, with a visible indentation near the base. The material appears translucent, allowing light to pass through and giving it a glossy finish.",02876657
2d1aa4e124c0dd5bf937e5c6aa3f9597,"A cylindrical stainless steel water bottle features a textured gray surface and a black screw-on cap. Accenting the bottle is a spiraling turquoise tube intertwined around its body, leading to a small white valve at the base, with green foliage visible at the bottom.",02876657
